Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.642,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,TRENT-S06,칭의(의화) 교령,의화(칭의)에는 믿음 외에 인간 의지의 준비와 성향(dispositio)이 필요하다,"인간은 오직 믿음만으로 의롭게 된다(Sola Fide)고 말하거나, 선행은 구원과 무관하다.",YES,"A는 '칭의에 믿음 외에 인간 의지의 준비 필요'를 주장하고, B가 단죄하는 'Sola Fide(오직 믿음만)'와 정면 충돌. 이는 트렌트 공의회의 개신교 반박의 핵심.",YES,"A는 '칭의에 믿음 외에 인간 의지의 준비 필요'를 주장하고, B가 단죄하는 'Sola Fide(오직 믿음만)'와 정면 충돌. 이는 트렌트 공의회의 개신교 반박의 핵심."
0.64,CCC-0847,교회 밖 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,가톨릭 교회 밖에서 구원이 가능하다는 명제,YES,"A가 주장하는 '진실한 마음으로 하느님을 찾는 것이 구원의 조건'은 암시적으로 교회 밖에서의 구원 가능성을 긍정하는 것으로, B가 단죄하는 '교회 밖에서의 구원 가능' 명제와 사실상 동일하다. 정면 충돌함.",YES,"A가 주장하는 '진실한 마음으로 하느님을 찾는 것이 구원의 조건'은 암시적으로 교회 밖에서의 구원 가능성을 긍정하는 것으로, B가 단죄하는 '교회 밖에서의 구원 가능' 명제와 사실상 동일하다. 정면 충돌함."
0.638,CANON-SACR,성사 일반과 성체 영성체의 제한,TRENT-S14,고해성사와 병자성사,"죽을 위험 등 극히 예외적인 상황에서는, 일정한 조건을 갖춘 비가톨릭 기독교인에게도 성사(고해, 성체, 병자)를 합법적으로 수여할 수 있다(Canon 844).",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,YES,"A는 고해성사를 '진정한 성사'로 전제하며 수여 가능성을 주장하지만, B는 '고해성사는 성사가 아닌 인간적 전통'이라 단죄하므로 고해성사의 진정성에서 정면 충돌합니다.",YES,"A는 고해성사를 '진정한 성사'로 전제하며 수여 가능성을 주장하지만, B는 '고해성사는 성사가 아닌 인간적 전통'이라 단죄하므로 고해성사의 진정성에서 정면 충돌합니다."
0.635,CCC-0847,교회 밖 구원 가능성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,YES,"A가 주장하는 '진실한 마음으로 하느님을 찾는 것'은 인간 의지의 준비를 의미하며, 이는 B가 단죄하는 '의화에 인간 의지의 어떤 준비도 필요 없다'는 명제와 사실상 동일한 내용을 정면으로 충돌시킴.",YES,"A가 주장하는 '진실한 마음으로 하느님을 찾는 것'은 인간 의지의 준비를 의미하며, 이는 B가 단죄하는 '의화에 인간 의지의 어떤 준비도 필요 없다'는 명제와 사실상 동일한 내용을 정면으로 충돌시킴."
0.633,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CCC-1257,세례의 필수성,이 교리를 부정하는 자는 파문(anathema)된다,성사는 구원에 불필요한 외적 의식일 뿐이다,YES,A가 성사 필요성 교리 부정을 파문하는 대상과 B가 단죄하는 '성사는 불필요한 외적 의식' 명제가 사실상 동일합니다.,YES,A가 성사 필요성 교리 부정을 파문하는 대상과 B가 단죄하는 '성사는 불필요한 외적 의식' 명제가 사실상 동일합니다.
0.633,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1452,완전한 통회 (Contritio Perfecta),"통회(contritio)만으로는 죄 사함에 충분하지 않으며, 사제의 사죄가 필요하다",대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),YES,"A가 '사제의 사죄(고해성사) 필요'를 주장하는데, B가 '(예외 없이) 고해성사만이 필요'라는 명제를 단죄하므로 A의 주장을 B가 거부합니다.",YES,"A가 '사제의 사죄(고해성사) 필요'를 주장하는데, B가 '(예외 없이) 고해성사만이 필요'라는 명제를 단죄하므로 A의 주장을 B가 거부합니다."
0.622,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S07,성사 일반과 세례,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,YES,"A가 '미사/성사는 단순 표징 이상의 의미/효과가 있다'고 주장하는 것이, B가 단죄하는 '성사는 단지 외적 표징일 뿐 은총을 수여하지 못한다'는 명제와 사실상 동일한 주제에 대한 정면 모순이다.",YES,"A가 '미사/성사는 단순 표징 이상의 의미/효과가 있다'고 주장하는 것이, B가 단죄하는 '성사는 단지 외적 표징일 뿐 은총을 수여하지 못한다'는 명제와 사실상 동일한 주제에 대한 정면 모순이다."
0.616,TRENT-S14,고해성사와 병자성사,CCC-1257,세례의 필수성,구원을 위해서는 세례 후 지은 모든 대죄를 사제에게 구두로 은밀하게 고백하는 것이 신법으로 필수적이다.,성사는 구원에 불필요한 외적 의식일 뿐이다,YES,"A는 고해성사가 구원에 필수적이라고 주장하고, B는 성사가 구원에 불필요하다고 단죄하는 바, 동일 주제에서 정면 충돌합니다.",YES,"A는 고해성사가 구원에 필수적이라고 주장하고, B는 성사가 구원에 불필요하다고 단죄하는 바, 동일 주제에서 정면 충돌합니다."
0.614,CANON-SACR,성사 일반과 성체 영성체의 제한,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"죽을 위험 등 극히 예외적인 상황에서는, 일정한 조건을 갖춘 비가톨릭 기독교인에게도 성사(고해, 성체, 병자)를 합법적으로 수여할 수 있다(Canon 844).",가톨릭 교회 밖에서 구원이 가능하다는 명제,YES,"A의 비가톨릭 기독교인에 대한 성사 수여 인정은 그들의 구원 가능성을 암시적으로 지지하는 바, 이는 B가 단죄하는 '교회 밖 구원 가능' 명제와 정면 충돌함.",YES,"A의 비가톨릭 기독교인에 대한 성사 수여 인정은 그들의 구원 가능성을 암시적으로 지지하는 바, 이는 B가 단죄하는 '교회 밖 구원 가능' 명제와 정면 충돌함."
0.614,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,DENZINGER-SYLLABUS,Syllabus Errorum (오류표)와 종교 자유 부정,이 권리는 인간 존엄성 자체에 기초한다 (자연법),모든 인간은 자신의 양심에 따라 종교를 선택하고 공적으로 예배할 수 있는 종교 자유의 권리를 가진다 (제2차 바티칸 공의회 Dignitatis Humanae의 핵심 주장과 완벽히 충돌).,YES,"A는 양심에 따른 종교 자유권의 실존을 주장하고, B의 단죄 명제도 동일한 종교 자유권이다. A가 주장하는 바를 B가 정죄하므로 직접 충돌.",YES,"A는 양심에 따른 종교 자유권의 실존을 주장하고, B의 단죄 명제도 동일한 종교 자유권이다. A가 주장하는 바를 B가 정죄하므로 직접 충돌."
0.607,TRENT-S05,원죄 교령,CCC-1213_1284,세례 성사의 은총,"세례는 원죄의 죄책을 완전히 사면하며, 영아들도 원죄를 씻기 위해 세례가 필수적이다.",세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,YES,A가 주장하는 '세례가 원죄를 완전히 사면한다'는 명제와 B가 단죄하는 '세례 후에도 원죄가 남아있다'는 정면 모순. 사실상 동일 명제의 정반대 주장.,YES,A가 주장하는 '세례가 원죄를 완전히 사면한다'는 명제와 B가 단죄하는 '세례 후에도 원죄가 남아있다'는 정면 모순. 사실상 동일 명제의 정반대 주장.
0.606,DENZINGER-FEENEY,Feeney주의 정죄와 '열망의 세례',CCC-1257,세례의 필수성,"가시적인 물의 세례를 받지 않고 가톨릭 교회에 외적으로 등록되지 않은 사람도, 하느님을 향한 선한 양심과 암묵적 열망이 있다면 구원받을 수 있다.",성사는 구원에 불필요한 외적 의식일 뿐이다,YES,A가 주장하는 '세례 없이도 구원 가능'과 B가 단죄하는 '성사는 불필요'가 사실상 동일하게 성사의 구원 필수성 문제를 다룸.,YES,A가 주장하는 '세례 없이도 구원 가능'과 B가 단죄하는 '성사는 불필요'가 사실상 동일하게 성사의 구원 필수성 문제를 다룸.
0.606,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,COUNCIL-LATERAN_IV,교회 밖 구원 없음과 화체설,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,가톨릭 교회에 속하지 않은 타 종파 신자나 이교도도 구원받을 수 있다.,YES,A가 주장하는 '교회를 모르는 사람도 구원 가능'과 B가 단죄하는 '타 종파/이교도도 구원받을 수 있다'가 사실상 동일하게 교회 밖의 구원 가능성을 다룸.,YES,A가 주장하는 '교회를 모르는 사람도 구원 가능'과 B가 단죄하는 '타 종파/이교도도 구원받을 수 있다'가 사실상 동일하게 교회 밖의 구원 가능성을 다룸.
0.603,CCC-0491,마리아 무염시태,CCC-487_511,"마리아: 무염시태와 평생동정, 몽소승천",마리아의 무염시태는 교의(De Fide)이다,마리아도 다른 인간들과 마찬가지로 원죄를 지니고 태어났다.,YES,"A가 주장하는 '마리아의 무염시태(원죄 없음)'와 B가 단죄하는 '마리아도 원죄를 지니고 태어났다'는 사실상 동일한 명제로, 정면 충돌합니다.",YES,"A가 주장하는 '마리아의 무염시태(원죄 없음)'와 B가 단죄하는 '마리아도 원죄를 지니고 태어났다'는 사실상 동일한 명제로, 정면 충돌합니다."
0.601,CCC-1498,면죄부의 죽은 자 적용,CCC-1257,세례의 필수성,면죄부는 살아 있는 자와 죽은 자 모두에게 적용될 수 있다,성사는 구원에 불필요한 외적 의식일 뿐이다,YES,A가 주장하는 '면죄부(성사)의 효능'이 B가 단죄하는 '성사는 구원에 불필요하다'는 명제와 정면으로 모순됨.,YES,A가 주장하는 '면죄부(성사)의 효능'이 B가 단죄하는 '성사는 구원에 불필요하다'는 명제와 정면으로 모순됨.
