Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Hit_Filters,Combo_Name
0.76,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.759,CCC-0847,교회 밖 구원 가능성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.759,CCC-1861,대죄와 은총 상실,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,대죄는 하느님과의 관계를 단절시킨다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.759,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,TRENT-S25,"연옥, 성인 공경, 대사","하느님은 객관적인 죄의 상태(동성 결합)를 축복할 수 없으므로, 교회 역시 동성 커플을 축복할 권한이 전혀 없다.",교회가 대사(면죄부)를 발급하는 것은 속임수이며 아무런 영적 효과가 없다.,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.759,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1452,완전한 통회 (Contritio Perfecta),사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.759,TRENT-S22-C01,미사는 참된 속죄 제사,CCC-1257,세례의 필수성,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.758,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST,COMBO-03_SALVATION
0.757,CCC-2357,동성애 (Homosexualitas),TRENT-S22-C01,미사는 참된 속죄 제사,성경은 동성애 행위를 중대한 타락으로 제시한다,그리스도의 십자가 희생이 유일하며 미사에서 반복/재현될 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.757,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S22-C01,미사는 참된 속죄 제사,세례는 선택 사항이 아니라 의무이다,미사에 속죄적 가치가 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.757,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,고해성사는 그리스도에 의해 제정되었다,종교를 이유로 한 차별이나 박해가 정당화될 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.756,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S05,원죄 교령,이 교리를 부정하는 자는 파문(anathema)된다,영아 세례는 무효하며 불필요하다(재세례파 단죄).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.755,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S14,고해성사와 병자성사,고해성사 이전에도 대죄의 용서가 가능하다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.755,TRENT-S22-C01,미사는 참된 속죄 제사,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.755,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-2357,동성애 (Homosexualitas),"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",성경은 동성애에 대해 침묵한다,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.754,CCC-0847,교회 밖 구원 가능성,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.753,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-0847,교회 밖 구원 가능성,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),세례를 받지 않으면 어떤 경우에도 구원될 수 없다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.753,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,고해성사는 그리스도에 의해 제정되었다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.751,TRENT-S14,고해성사와 병자성사,CCC-161_165,믿음과 구원,고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.75,CCC-2357,동성애 (Homosexualitas),LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,성경은 동성애 행위를 중대한 타락으로 제시한다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.75,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,세례는 선택 사항이 아니라 의무이다,비그리스도교에는 어떤 참되거나 거룩한 것도 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.75,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.748,CCC-1030,연옥,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,연옥이 존재한다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.748,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1213_1284,세례 성사의 은총,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.747,CCC-1452,완전한 통회 (Contritio Perfecta),LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,고해성사 이전에도 대죄의 용서가 가능하다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.747,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-2010,공로 (Meritum),고해성사는 그리스도에 의해 제정되었다,선행은 구원에 아무런 기여도 하지 않는다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.746,CCC-0847,교회 밖 구원 가능성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.746,CCC-2068,계명 준수로 구원,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.746,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.745,CCC-0402,원죄의 보편적 전달,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.744,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.744,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,고해성사는 그리스도에 의해 제정되었다,"루터의 ""오직 믿음"" 교리",F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.744,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,유대인은 하느님께 버림받았거나 저주받은 것으로 표현되어서는 안 된다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.742,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.741,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,고해성사 이전에도 대죄의 용서가 가능하다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.741,CCC-1471,면죄부 (Indulgentia),CCC-0491,마리아 무염시태,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.74,CCC-0491,마리아 무염시태,CCC-1213_1284,세례 성사의 은총,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.74,CCC-1030,연옥,CCC-0491,마리아 무염시태,연옥이 존재한다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.74,TRENT-S06,칭의(의화) 교령,CCC-1422_1498,고해성사와 사죄권,칭의는 단지 하느님이 죄를 덮어주시는 것이 아니라 인간 본성이 내적으로 쇄신되는 것이다.,"사제에게는 죄를 사할 권한이 없으며, 고해성사는 인간이 만든 제도에 불과하다.",F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.739,CCC-2357,동성애 (Homosexualitas),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.739,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.738,CCC-1471,면죄부 (Indulgentia),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.738,TRENT-S06-CH04,세례의 열망(Votum Baptismi),CCC-1257,세례의 필수성,이 원리는 복음이 공포된 이후의 시대에 적용된다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.738,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257,세례의 필수성,"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",세례 없이도 통상적으로 구원될 수 있다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.737,CCC-2068,계명 준수로 구원,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,계명 준수는 구원을 위해 필수적이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.737,TRENT-S14,고해성사와 병자성사,CCC-1452,완전한 통회 (Contritio Perfecta),구원을 위해서는 세례 후 지은 모든 대죄를 사제에게 구두로 은밀하게 고백하는 것이 신법으로 필수적이다.,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.737,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),고해성사는 그리스도에 의해 제정되었다,교황이 교리 확정에서 오류를 범할 수 있다는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST | F6_RETORSION,COMBO-03_SALVATION
0.737,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1213_1284,세례 성사의 은총,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.737,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.736,CCC-0847,교회 밖 구원 가능성,CCC-0491,마리아 무염시태,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.736,TRENT-S14,고해성사와 병자성사,CANON-PENAL,형법과 자동 파문(Latae Sententiae),사제의 사죄 선언은 단순한 선포가 아니라 재판관으로서 내리는 사법적 행위이다.,파문은 오직 주교나 교황의 명시적인 재판과 서면 선고가 있을 때만 효력이 발생한다(자동 처벌 파문의 부정).,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC | F6_RETORSION,COMBO-03_SALVATION
0.736,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CCC-1257,세례의 필수성,의화(칭의)에는 믿음 외에 인간 의지의 준비와 성향(dispositio)이 필요하다,내적 믿음만으로 세례 없이 충분하다 (통상적 경우),F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.735,CCC-1996,은총은 무상의 선물,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,은총은 하느님의 생명에 참여하도록 부르는 것이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.734,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,세례는 선택 사항이 아니라 의무이다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.733,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.733,CCC-1452,완전한 통회 (Contritio Perfecta),LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,고해성사 이전에도 대죄의 용서가 가능하다,복음을 모르는 이들에게 하느님이 구원의 기회를 주지 않는다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.733,TRENT-S05,원죄 교령,PAPAL-INEFF,Ineffabilis Deus (원죄 없이 잉태되신 동정 마리아),아담의 원죄는 혈통(번식)을 통해 모든 인류에게 예외 없이 전수된다(마리아 제외).,성모 마리아 역시 다른 모든 인류와 마찬가지로 원죄를 지니고 잉태되었다.,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.733,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-1257,세례의 필수성,자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,성사는 구원에 불필요한 외적 의식일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.732,CCC-1471,면죄부 (Indulgentia),TRENT-S14,고해성사와 병자성사,면죄부는 합당한 조건을 갖춘 신자에게 적용된다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST | F6_RETORSION,COMBO-03_SALVATION
0.731,CCC-0402,원죄의 보편적 전달,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,세례가 구원에 필수가 아니라는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.731,CCC-1257,세례의 필수성,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,교회는 세례 외에 구원의 다른 수단을 알지 못한다,의화된 자의 선한 행위에 공로가 없다는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.731,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.731,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1471,면죄부 (Indulgentia),세례는 선택 사항이 아니라 의무이다,죄의 용서와 함께 모든 벌도 완전히 제거된다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.73,CCC-1257,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다","루터의 ""오직 믿음"" 교리",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.73,CCC-2181,주일 미사 의무,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,중대한 이유가 있으면 이 의무에서 면제될 수 있다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.73,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.729,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-CH04,세례의 열망(Votum Baptismi),"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",세례도 세례에 대한 열망도 없이 의화가 가능하다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.729,TRENT-S14,고해성사와 병자성사,CCC-1376,화체설 (Transsubstantiatio),고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,그리스도의 현존은 영적/비유적 의미일 뿐이다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.729,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,세례는 선택 사항이 아니라 의무이다,유대인이 하느님께 버림받았거나 저주받았다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.728,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,CCC-161_165,믿음과 구원,하느님의 자비와 은총은 도덕적 완전함의 전제 조건 없이도 간구될 수 있다,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,F4_ACTION_DOC | F5_GOALPOST,COMBO-05_MORAL_COLLAPSE
0.728,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-1376,화체설 (Transsubstantiatio),고해성사는 그리스도에 의해 제정되었다,그리스도의 현존은 영적/비유적 의미일 뿐이다,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.728,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,아무도 자기 양심에 반하여 종교 행위를 강요받아서는 안 된다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.727,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-0402,원죄의 보편적 전달,세례는 선택 사항이 아니라 의무이다,인간은 본래 죄 없는 상태로 태어난다,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.726,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-0491,마리아 무염시태,신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.725,CCC-1257,세례의 필수성,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,교회는 세례 외에 구원의 다른 수단을 알지 못한다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.725,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,의화된 자의 선한 행위에 공로가 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.725,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,CCC-888_892,교도권과 교황 무류성 (Infallibility),교회는 다른 종교들 안에서 발견되는 참되고 거룩한 것을 거부하지 않는다,교회 내에 신앙과 도덕에 관해 절대적으로 무류한 판단을 내릴 수 있는 권위 체계는 존재하지 않는다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.724,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F5_GOALPOST,COMBO-03_SALVATION
0.723,TRENT-S14,고해성사와 병자성사,CCC-954_962,성인들의 전구 (Intercession),고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,하느님과 인간 사이의 유일한 중개자인 예수 그리스도 외에 성인의 전구를 구하는 것은 그리스도의 중개직을 훼손하는 것이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.723,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,CCC-1213_1284,세례 성사의 은총,의화된 자의 선한 행위는 하느님 앞에서 참된 공로(meritum)가 된다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F4_ACTION_DOC,COMBO-04_PURGATORY
0.723,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,세례는 선택 사항이 아니라 의무이다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.722,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S22-C01,미사는 참된 속죄 제사,세례는 선택 사항이 아니라 의무이다,그리스도의 십자가 희생이 유일하며 미사에서 반복/재현될 수 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.72,CCC-1257,세례의 필수성,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),"선한 행위가 오직 하느님의 선물일 뿐, 인간의 공로는 아니라는 명제",F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.72,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,인간의 행위로 은총이나 영원한 생명이 증가될 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.72,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,"이 축복은 혼인 성사와 혼동되어서는 안 되며, 비정규적 결합을 승인하는 것이 아니다",세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.72,TRENT-S14,고해성사와 병자성사,CCC-1452,완전한 통회 (Contritio Perfecta),고해성사는 그리스도께서 직접 제정하신 죄 사함의 참된 성사이다.,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
